,Station_ID,Station_name,Lat,Lng,Summer_Pop_Start,Summer_Pop_End,Winter_Pop_Start,Winter_Pop_End
111,3108,Nassau Ave & Russell St,40.725570000000005,-73.94434,0,214,643,659
112,401,Allen St & Rivington St,40.72019576,-73.98997825,5382,3840,1948,1933
113,3572,34 Ave & 38 St,40.756913,-73.921631,0,48,306,299
114,127,Barrow St & Hudson St,40.73172428,-74.00674436,6933,5169,2376,2400
115,389,Broadway & Berry St,40.71044554,-73.96525063,2611,789,828,755
116,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,0,197,201,205
117,152,Warren St & Church St,40.71473993,-74.00910627,0,0,840,842
118,3317,10 St & 5 Ave,40.6686273,-73.98700053,0,126,281,277
119,432,E 7 St & Avenue A,40.72621788,-73.98379855,6234,4750,3454,2902
120,402,Broadway & E 22 St,40.740343200000005,-73.98955109,11604,8207,4526,4784
121,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2128,1131,755,836
122,237,E 11 St & 2 Ave,40.73047309,-73.98672378,5901,4246,2277,2343
123,3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,0,163,970,999
124,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,3792,2886,1338,1413
125,513,W 56 St & 10 Ave,40.768254,-73.988639,3100,1919,1370,1349
126,168,W 18 St & 6 Ave,40.73971301,-73.99456405,7701,6051,3287,3390
127,282,Kent Ave & S 11 St,40.70764494,-73.96841526,2034,709,564,587
128,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,9345,2917,2423,2375
129,3086,Graham Ave & Conselyea St,40.715143,-73.944507,0,310,856,857
130,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,869,296,401,303
131,394,E 9 St & Avenue C,40.72521311,-73.97768752,4365,3124,1689,1698
132,379,W 31 St & 7 Ave,40.749156,-73.9916,8251,5290,3652,3721
133,251,Mott St & Prince St,40.72317958,-73.99480012,6264,4539,1751,1781
134,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,8863,6359,4057,4441
135,471,Grand St & Havemeyer St,40.71286844,-73.95698119,2046,550,528,469
136,3425,2 Ave & E 104 St,40.789210499999996,-73.94370784,0,56,499,515
137,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,0,348,442,453
138,330,Reade St & Broadway,40.71450451,-74.00562789,2798,2044,1004,1004
139,520,W 52 St & 5 Ave,40.75992262,-73.97648516,0,486,1503,1503
140,362,Broadway & W 37 St,40.75172632,-73.98753523,2997,1790,1136,1079
141,3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,0,224,239,238
142,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,0,104,999,972
143,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,0,116,299,298
144,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,0,304,598,600
145,195,Liberty St & Broadway,40.70905623,-74.01043382,4212,2968,1517,1512
146,517,Pershing Square South,40.751581,-73.97791,6586,4201,2792,2615
147,335,Washington Pl & Broadway,40.72903917,-73.99404649,3693,2964,1794,1874
148,3611,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,0,22,206,189
149,334,W 20 St & 7 Ave,40.74238787,-73.99726235,5720,4250,2536,2570
150,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,5753,3444,2448,2428
151,3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332,0,429,529,534
152,259,South St & Whitehall St,40.70122128,-74.01234218,3838,2864,914,948
153,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999,0,538,379,374
154,3377,Carroll St & Bond St,40.6786115,-73.99037292,0,347,440,435
155,3632,E 12 St & Avenue B,40.72804857,-73.9788115,0,3353,1942,2047
156,3641,Broadway & W 25 St,40.74286877,-73.98918629,0,5612,3062,3060
157,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3225,2568,1456,1490
158,3238,E 80 St & 2 Ave,40.7739139,-73.95439535,0,0,691,664
159,3048,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,0,208,252,264
160,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,0,517,613,635
161,462,W 22 St & 10 Ave,40.74691959,-74.00451887,7078,5372,2283,2306
162,3226,W 82 St & Central Park West,40.78275,-73.97137,0,690,858,688
163,403,E 2 St & 2 Ave,40.72502876,-73.99069656,6131,4600,1802,1891
164,229,Great Jones St,40.72743423,-73.99379025,8095,6404,3306,3417
165,265,Stanton St & Chrystie St,40.72229346,-73.99147535,5370,4047,1804,1864
166,2000,Front St & Washington St,40.70255088,-73.98940236,0,2277,1157,1287
167,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,0,398,775,791
168,297,E 15 St & 3 Ave,40.734232,-73.986923,5725,4014,2508,2500
169,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,2637,1995,2322,2368
170,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,0,1352,2646,2010
171,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,0,424,1471,1171
172,3453,Devoe St & Lorimer St,40.71335226,-73.94910336,0,86,510,523
173,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,0,139,366,376
174,3440,Fulton St & Adams St,40.69241829,-73.98949474,0,1601,1233,1173
175,410,Suffolk St & Stanton St,40.72066442,-73.98517977,5154,3857,2113,2068
176,3336,E 97 St & Madison Ave,40.787801,-73.953559,0,407,712,684
177,307,Canal St & Rutgers St,40.71427487,-73.98990025,6044,4749,2191,2227
178,3320,Central Park West & W 100 St,40.79406661,-73.96286845,0,290,542,509
179,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,1127,463,289,280
180,320,Leonard St & Church St,40.717571,-74.005549,2737,2091,1018,1042
181,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2729,1580,760,792
182,527,E 33 St & 2 Ave,40.744023,-73.976056,0,1478,2827,2848
183,3105,N 15 St & Wythe Ave,40.724055,-73.955736,0,197,362,367
184,3593,31 St & Broadway,40.761584,-73.925921,0,91,630,596
185,312,Allen St & Stanton St,40.722055,-73.989111,5618,4256,2061,2085
186,2010,Grand St & Greene St,40.72165481,-74.00234737,0,2961,1369,1377
187,3578,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001,0,191,158,160
188,3526,31 St & 23 Ave,40.7747878,-73.91255509999999,0,24,391,382
189,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,0,482,664,646
190,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,1240,484,449,342
191,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,2296,2902,895,1649
192,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,0,459,887,825
193,515,W 43 St & 10 Ave,40.76009437,-73.99461843,4821,3171,1812,1879
194,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,0,1680,1818,1812
195,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,0,474,1418,1460
196,3345,Madison Ave & E 99 St,40.78948542,-73.95242929,0,115,431,418
197,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,0,112,353,348
198,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,8006,5855,2793,2813
199,486,Broadway & W 29 St,40.7462009,-73.98855723,5952,3979,2434,2428
200,306,Cliff St & Fulton St_1,40.70823502,-74.00530063,3036,2363,1006,1008
201,445,E 10 St & Avenue A,40.72740794,-73.98142006,6383,6330,1945,2088
202,279,Peck Slip & Front St,40.707873,-74.00166999999999,4265,3320,1050,1077
203,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,0,287,573,587
204,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,0,125,1509,1441
205,3613,Center Blvd & 48 Ave,40.745038,-73.957539,0,75,242,253
206,450,W 49 St & 8 Ave,40.76227205,-73.98788205,6371,3898,2716,2710
207,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,0,2077,2333,2298
208,3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,0,269,227,214
209,3258,W 27 St & 10 Ave,40.75018156,-74.00218427,0,4770,2122,2117
210,505,6 Ave & W 33 St,40.74901271,-73.98848395,8952,6260,3305,3303
211,480,W 53 St & 10 Ave,40.76669671,-73.99061728,4122,2662,1729,1743
212,3619,Newtown Ave & 23 St,40.7713615,-73.9246145,0,40,256,260
213,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,983,456,269,172
214,361,Allen St & Hester St,40.71605866,-73.99190759,4837,3705,1814,1797
215,461,E 20 St & 2 Ave,40.73587678,-73.98205027,5376,3631,2410,2429
216,305,E 58 St & 3 Ave,40.76095756,-73.96724467,4630,2209,1687,1692
217,3411,Bond St & Bergen St,40.6849668,-73.98620772,0,368,499,510
218,496,E 16 St & 5 Ave,40.73726186,-73.99238967,6104,4416,2502,2565
219,3052,Lewis Ave & Madison St,40.686312,-73.935775,0,206,217,217
220,301,E 2 St & Avenue B,40.72217444,-73.98368779,4167,3359,1967,2128
221,3116,Huron St & Franklin St,40.732659999999996,-73.95826,0,296,648,661
222,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,0,3225,1522,1535
223,430,York St & Jay St,40.7014851,-73.98656928,0,0,1547,1598
224,3400,E 110 St & Madison Ave,40.796153499999996,-73.94782145,0,142,445,450
225,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,0,3746,2123,2126
226,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,722,316,303,237
227,532,S 5 Pl & S 5 St,40.710451,-73.960876,0,2309,1105,925
228,302,Avenue D & E 3 St,40.72082834,-73.97793172,2152,1691,1191,1258
229,3223,E 55 St & 3 Ave,40.75899656,-73.96865398,0,2467,1526,1508
230,405,Washington St & Gansevoort St,40.739323,-74.008119,7676,5692,1652,1652
231,514,12 Ave & W 40 St,40.76087502,-74.00277668,11159,6416,1777,2141
232,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2314,917,864,643
233,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,0,367,308,276
234,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,0,607,964,941
235,415,Pearl St & Hanover Square,40.7047177,-74.00926027,2930,2319,1005,1021
236,482,W 15 St & 7 Ave,40.73935542,-73.99931783,7416,5735,2777,2940
237,3085,Roebling St & N 4 St,40.714690000000004,-73.95739,0,532,486,501
238,3162,W 78 St & Broadway,40.78339981,-73.98093133,0,583,1018,886
239,3044,Albany Ave & Fulton St,40.6800105,-73.938475,0,70,92,88
240,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,0,754,1627,1625
241,3466,W 45 St & 6 Ave (OLD),40.75668721,-73.98257732,0,2891,1558,1540
242,3516,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,0,17,570,558
243,3069,Lorimer St & Broadway,40.70411791,-73.94818595,0,72,186,176
244,267,Broadway & W 36 St,40.75097711,-73.98765428,4648,3076,1804,1717
245,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,0,2921,2386,2383
246,3502,Lexington Ave & E 111 St,40.79541210000001,-73.9441232,0,27,207,223
247,174,E 25 St & 1 Ave,40.7381765,-73.97738662,3573,2539,1994,2008
248,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,0,624,918,810
249,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,3075,2996,1139,1120
250,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,0,257,280,304
251,3533,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,0,113,298,321
252,212,W 16 St & The High Line,40.74334935,-74.00681753,5085,3680,1893,1901
253,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,3561,2710,1232,1230
254,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,0,1111,1597,1733
255,3335,Union St & 4 Ave,40.6772744,-73.98282002,0,470,676,795
256,340,Madison St & Clinton St,40.71269042,-73.98776323,2082,1733,919,945
257,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,0,560,502,500
258,3467,W Broadway & Spring Street,40.72494672,-74.00165856,0,4025,1654,1725
259,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,0,269,280,270
260,239,Willoughby St & Fleet St,40.69196566,-73.9813018,2957,2084,1426,1234
261,478,11 Ave & W 41 St,40.76030096,-73.99884222,5230,3318,2065,2106
262,368,Carmine St & 6 Ave,40.73038599,-74.00214988,9434,6897,3091,3244
263,3368,5 Ave & 3 St,40.672815500000006,-73.98352355,0,353,697,718
264,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3287,1963,1501,1483
265,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,776,629,465,399
266,3255,8 Ave & W 31 St,40.75058535,-73.99468482,0,3329,4852,4956
267,3560,28 St & 38 Ave,40.754876,-73.934326,0,64,162,154
268,523,W 38 St & 8 Ave,40.75466591,-73.99138152,0,2129,4278,4321
269,536,1 Ave & E 30 St,40.74144387,-73.97536082,0,3315,2356,2381
270,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,2602,2024,964,985
271,3115,India St & Manhattan Ave,40.73232194,-73.9550858,0,184,578,583
272,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,0,5347,2635,2644
273,458,11 Ave & W 27 St,40.751396,-74.00522600000001,6950,4888,1861,2130
274,531,Forsyth St & Broome St,40.71893904,-73.99266288,0,4278,2098,2110
275,377,6 Ave & Canal St,40.72243797,-74.00566443,5130,4035,1316,1411
276,3496,1 Ave & E 110 St,40.7923272,-73.9383,0,75,312,313
277,487,E 20 St & FDR Drive,40.73314259,-73.97573881,5341,3572,2394,2390
278,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,0,707,373,373
279,341,Stanton St & Mangin St,40.71782143,-73.97628939,1774,1405,671,674
280,3302,Columbus Ave & W 103 St,40.7969347,-73.96434123,0,45,246,175
281,3297,6 St & 7 Ave,40.668662700000006,-73.97988067,0,118,319,268
282,411,E 6 St & Avenue D,40.72228087,-73.97668709,2163,1615,936,950
283,3648,Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,0,806,361,502
284,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,0,427,541,546
285,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,0,501,712,700
286,3096,Union Ave & N 12 St,40.71924,-73.95241999999999,0,344,600,632
287,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,824,550,323,270
288,492,W 33 St & 7 Ave,40.75019995,-73.99093085,9349,5546,3487,3733
289,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,0,7013,2466,2482
290,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,0,306,721,738
